estate_address,city,rent,completion,room,room_size,structure
群馬県高崎市足門町,高崎市,27000,2001-4-1,1K,21.6,軽量鉄骨造
群馬県佐波郡玉村町大字樋越,佐波郡,58000,2001-4-1,2LDK,54.65,木造
群馬県伊勢崎市堀下町,伊勢崎市,48000,2001-4-1,1LDK,53,木造
群馬県佐波郡玉村町大字上茂木,佐波郡,64000,2001-4-1,3DK,62.97,SRC(鉄骨鉄筋コンクリート)
群馬県伊勢崎市富塚町,伊勢崎市,40000,2001-4-1,1LDK,31,RC(鉄筋コンクリート造)
栃木県足利市利保町1丁目,足利市,55000,2001-4-1,2LDK,55.44,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,45000,2001-4-1,2DK,45,木造
群馬県伊勢崎市連取町,伊勢崎市,51000,2001-4-1,2DK,45.08,軽量鉄骨造
群馬県高崎市上中居町,高崎市,63000,2001-4-1,2LDK,52.47,軽量鉄骨造
栃木県足利市鹿島町,足利市,68000,2001-5-1,2LDK,63.34,木造
栃木県足利市鹿島町,足利市,59000,2001-5-1,2LDK,63.34,木造
群馬県伊勢崎市連取町,伊勢崎市,65000,2001-5-1,3DK,61.75,RC(鉄筋コンクリート造)
群馬県伊勢崎市宮前町,伊勢崎市,63000,2001-5-1,3DK,49.85,軽量鉄骨造
群馬県高崎市寺尾町,高崎市,57000,2001-5-1,2LDK,50.38,軽量鉄骨造
群馬県高崎市小八木町,高崎市,35000,2001-5-1,1K,21.02,木造
群馬県高崎市小八木町,高崎市,36000,2001-5-1,1K,24.43,木造
栃木県足利市鹿島町,足利市,58000,2001-5-1,2LDK,63.34,木造
群馬県高崎市中尾町,高崎市,42000,2001-5-1,1K,24.43,木造
群馬県渋川市行幸田,渋川市,65000,2001-5-1,2SLDK,57.51,軽量鉄骨造
群馬県伊勢崎市曲沢町,伊勢崎市,49000,2001-5-1,2LDK,54.54,RC(鉄筋コンクリート造)
群馬県渋川市行幸田,渋川市,63000,2001-5-1,2SLDK,57.51,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,65000,2001-5-1,3DK,61.75,RC(鉄筋コンクリート造)
群馬県伊勢崎市曲沢町,伊勢崎市,49000,2001-5-1,2LDK,54.54,RC(鉄筋コンクリート造)
群馬県前橋市江田町,前橋市,54000,2001-6-1,1LDK,40.96,軽量鉄骨造
群馬県高崎市飯塚町,高崎市,44000,2001-6-1,1K,23.59,軽量鉄骨造
群馬県伊勢崎市ひろせ町,伊勢崎市,45000,2001-7-1,1K,30.96,鉄骨造
群馬県高崎市元島名町,高崎市,53000,2001-7-1,2DK,48.79,軽量鉄骨造
群馬県伊勢崎市連取元町,伊勢崎市,49000,2001-7-1,2DK,39,木造
群馬県伊勢崎市連取元町,伊勢崎市,49000,2001-7-1,2DK,39,木造
群馬県高崎市元島名町,高崎市,53000,2001-7-1,2DK,48.79,軽量鉄骨造
群馬県伊勢崎市連取元町,伊勢崎市,50000,2001-7-1,2DK,39,木造
群馬県伊勢崎市連取元町,伊勢崎市,49000,2001-7-1,2DK,39,木造
群馬県高崎市上豊岡町,高崎市,49500,2001-8-1,2DK,42.07,軽量鉄骨造
群馬県前橋市総社町総社,前橋市,52000,2001-8-1,2DK,42.07,軽量鉄骨造
群馬県前橋市西片貝町4丁目,前橋市,67000,2001-8-1,3DK,64.17,RC(鉄筋コンクリート造)
群馬県前橋市西片貝町4丁目,前橋市,68000,2001-8-1,3DK,64.17,RC(鉄筋コンクリート造)
群馬県前橋市六供町,前橋市,73000,2001-8-1,3DK,57.81,軽量鉄骨造
群馬県前橋市西片貝町4丁目,前橋市,68000,2001-8-1,2LDK,64.17,RC(鉄筋コンクリート造)
群馬県伊勢崎市安堀町,伊勢崎市,52000,2001-8-1,1LDK,36.36,軽量鉄骨造
群馬県伊勢崎市安堀町,伊勢崎市,50000,2001-8-1,1LDK,36.36,軽量鉄骨造
群馬県前橋市西片貝町4丁目,前橋市,65000,2001-8-1,3DK,64.17,RC(鉄筋コンクリート造)
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県前橋市高井町1丁目,前橋市,49000,2001-9-1,1K,29.81,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市八寸町,伊勢崎市,53000,2001-9-1,2DK,46.97,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県伊勢崎市堀口町,伊勢崎市,45000,2001-9-1,2DK,39,木造
群馬県前橋市下石倉町,前橋市,53000,2001-9-1,2DK,41.89,軽量鉄骨造
群馬県高崎市島野町,高崎市,52000,2001-9-1,2DK,42.11,軽量鉄骨造
栃木県佐野市植下町,佐野市,60000,2001-9-10,2LDK,44.6,軽量鉄骨造
群馬県高崎市上豊岡町,高崎市,60000,2001-10-1,3DK,58.8,軽量鉄骨造
群馬県伊勢崎市市場町2丁目,伊勢崎市市,35000,2001-10-1,1K,33,ALC
群馬県伊勢崎市市場町2丁目,伊勢崎市市,35000,2001-10-1,1K,33,ALC
群馬県前橋市総社町植野,前橋市,61000,2001-10-1,2DK,50.03,RC(鉄筋コンクリート造)
群馬県高崎市下小鳥町,高崎市,65000,2001-10-1,2LDK,56.31,RC(鉄筋コンクリート造)
群馬県伊勢崎市境伊与久,伊勢崎市,59000,2001-10-1,2LDK,50.04,軽量鉄骨造
群馬県伊勢崎市市場町2丁目,伊勢崎市市,35000,2001-10-1,1K,33,ALC
群馬県高崎市八幡町,高崎市,33000,2001-10-1,1K,23.18,木造
群馬県高崎市江木町,高崎市,68000,2001-10-1,3DK,49.85,軽量鉄骨造
群馬県太田市鳥山下町,太田市,65000,2001-10-1,2LDK,52.65,RC(鉄筋コンクリート造)
群馬県高崎市八幡町,高崎市,30000,2001-10-1,1K,23.18,木造
群馬県前橋市川原町,前橋市,67000,2001-10-14,2LDK,50.07,軽量鉄骨造
栃木県足利市福居町,足利市,80000,2001-12-1,3LDK,66.15,RC(鉄筋コンクリート造)
群馬県北群馬郡榛東村大字広馬場,北群馬郡,44000,2001-12-1,2DK,44.6,軽量鉄骨造
栃木県足利市福居町,足利市,78000,2001-12-1,3LDK,66.15,RC(鉄筋コンクリート造)
群馬県伊勢崎市上蓮町,伊勢崎市,48000,2001-12-1,2LDK,52.17,鉄骨造
群馬県高崎市元島名町,高崎市,55000,2002-1-1,2DK,45.42,軽量鉄骨造
栃木県足利市江川町1丁目,足利市,40000,2002-1-1,1K,26.68,木造
栃木県足利市江川町1丁目,足利市,42000,2002-1-1,1K,26.68,木造
栃木県足利市南大町,足利市,48000,2002-1-1,2DK,41.32,軽量鉄骨造
群馬県前橋市箱田町,前橋市,58000,2002-1-1,2DK,48,RC(鉄筋コンクリート造)
栃木県足利市南大町,足利市,48000,2002-1-1,2DK,41.32,軽量鉄骨造
群馬県高崎市元島名町,高崎市,55000,2002-1-1,2DK,46.98,軽量鉄骨造
群馬県高崎市石原町,高崎市,56000,2002-1-1,2LDK,52.17,木造
群馬県伊勢崎市昭和町,伊勢崎市,61000,2002-1-1,2LDK,58.32,RC(鉄筋コンクリート造)
群馬県前橋市朝日が丘町,前橋市,44000,2002-1-1,1K,24.35,軽量鉄骨造
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,58000,2002-1-1,2LDK,55,RC(鉄筋コンクリート造)
群馬県高崎市石原町,高崎市,53000,2002-1-1,2DK,45.46,軽量鉄骨造
群馬県前橋市箱田町,前橋市,58000,2002-1-1,2DK,48,RC(鉄筋コンクリート造)
群馬県伊勢崎市昭和町,伊勢崎市,61000,2002-1-1,2LDK,58.32,RC(鉄筋コンクリート造)
群馬県伊勢崎市昭和町,伊勢崎市,63000,2002-1-1,2LDK,58.32,RC(鉄筋コンクリート造)
栃木県足利市大前町,足利市,29000,2002-1-1,1K,26.82,木造
群馬県高崎市日高町,高崎市,64000,2002-2-1,2DK,51.53,RC(鉄筋コンクリート造)
群馬県高崎市大橋町,高崎市,43000,2002-2-1,1K,23.13,SRC(鉄骨鉄筋コンクリート)
群馬県前橋市川原町2丁目,前橋市,105000,2002-2-1,3LDK,73.91,RC(鉄筋コンクリート造)
群馬県高崎市上並榎町,高崎市,60000,2002-2-1,2DK,41.89,軽量鉄骨造
群馬県前橋市川原町,前橋市,83000,2002-2-1,3DK,61.11,RC(鉄筋コンクリート造)
群馬県前橋市川原町,前橋市,83000,2002-2-1,3DK,61.11,RC(鉄筋コンクリート造)
群馬県高崎市上並榎町,高崎市,68000,2002-2-1,2LDK,55.44,軽量鉄骨造
群馬県高崎市日高町,高崎市,63000,2002-2-1,2DK,51.53,RC(鉄筋コンクリート造)
群馬県伊勢崎市除ケ町,伊勢崎市,55000,2002-2-1,2DK,45,木造
群馬県前橋市小相木町,前橋市,65000,2002-2-1,2DK,48,鉄骨造
群馬県伊勢崎市除ケ町,伊勢崎市,55000,2002-2-1,2DK,45,木造
群馬県高崎市日高町,高崎市,63000,2002-2-1,2DK,51.53,RC(鉄筋コンクリート造)
群馬県前橋市富士見町原之郷,前橋市,48000,2002-2-1,3DK,50.78,軽量鉄骨造
群馬県佐波郡玉村町大字板井,佐波郡,35000,2002-2-1,1K,23.8,木造
群馬県前橋市富士見町原之郷,前橋市,48000,2002-2-1,3DK,50.78,軽量鉄骨造
群馬県伊勢崎市除ケ町,伊勢崎市,55000,2002-2-1,2DK,45,木造
群馬県伊勢崎市除ケ町,伊勢崎市,55000,2002-2-1,2DK,45,木造
群馬県前橋市紅雲町2丁目,前橋市,97000,2002-2-1,2LDK,59.5,RC(鉄筋コンクリート造)
群馬県伊勢崎市韮塚町,伊勢崎市,53000,2002-2-1,1DK,40,RC(鉄筋コンクリート造)
群馬県高崎市上並榎町,高崎市,79000,2002-2-1,3LDK,62.95,軽量鉄骨造
群馬県伊勢崎市除ケ町,伊勢崎市,53000,2002-2-1,2DK,45,木造
栃木県足利市福居町,足利市,36000,2002-3-1,1K,27.56,軽量鉄骨造
群馬県伊勢崎市日乃出町,伊勢崎市,44000,2002-3-1,1LDK,31,RC(鉄筋コンクリート造)
群馬県高崎市乗附町,高崎市,52000,2002-3-1,2LDK,53.63,木造
栃木県足利市大前町,足利市,60000,2002-3-1,2LDK,61.27,木造
群馬県前橋市小神明町,前橋市,40000,2002-3-1,1K,25.03,RC(鉄筋コンクリート造)
群馬県前橋市箱田町,前橋市,41000,2002-3-1,1K,26,木造
群馬県前橋市箱田町,前橋市,65000,2002-3-1,2LDK,58.32,鉄骨造
群馬県前橋市六供町,前橋市,72000,2002-3-1,2DK,51.15,RC(鉄筋コンクリート造)
群馬県渋川市行幸田,渋川市,60000,2002-3-1,2LDK,50.78,軽量鉄骨造
群馬県渋川市行幸田,渋川市,62000,2002-3-1,2LDK,50.78,軽量鉄骨造
群馬県前橋市六供町,前橋市,35000,2002-3-1,1K,19.8,木造
群馬県北群馬郡吉岡町大字大久保,北群馬郡,60000,2002-3-1,2LDK,55.16,鉄骨造
栃木県足利市大前町,足利市,29000,2002-3-1,1K,27.77,木造
群馬県前橋市西片貝町2丁目,前橋市,54000,2002-3-1,2DK,49.1,木造
群馬県高崎市乗附町,高崎市,52000,2002-3-1,2LDK,53.63,木造
群馬県前橋市箱田町,前橋市,40000,2002-3-1,1K,26,木造
群馬県前橋市西片貝町2丁目,前橋市,52000,2002-3-1,2DK,49.1,木造
群馬県前橋市六供町,前橋市,70000,2002-3-1,2DK,51.15,RC(鉄筋コンクリート造)
群馬県前橋市小神明町,前橋市,40000,2002-3-1,1K,25.03,RC(鉄筋コンクリート造)
群馬県伊勢崎市日乃出町,伊勢崎市,42000,2002-3-1,1SDK,31,RC(鉄筋コンクリート造)
栃木県足利市大前町,足利市,29000,2002-3-1,1K,26.82,木造
群馬県高崎市貝沢町,高崎市,69000,2002-3-1,2LDK,54.8,軽量鉄骨造
群馬県高崎市下小鳥町,高崎市,70000,2002-4-1,3DK,56.31,RC(鉄筋コンクリート造)
栃木県足利市利保町2丁目,足利市,45000,2002-4-1,2DK,40.87,軽量鉄骨造
群馬県高崎市下小鳥町,高崎市,70000,2002-4-1,3DK,56.31,RC(鉄筋コンクリート造)
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,40000,2002-4-1,2DK,42.03,木造
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,40000,2002-4-1,2DK,42.03,木造
群馬県伊勢崎市除ケ町,伊勢崎市,55000,2002-4-1,1LDK,45,木造
群馬県伊勢崎市除ケ町,伊勢崎市,53000,2002-4-1,1LDK,45,木造
群馬県高崎市下小鳥町,高崎市,71000,2002-4-1,3DK,56.31,RC(鉄筋コンクリート造)
群馬県高崎市下小鳥町,高崎市,68000,2002-4-1,3DK,56.31,RC(鉄筋コンクリート造)
群馬県前橋市川原町1丁目,前橋市,42000,2002-4-1,1K,33,木造
栃木県足利市大前町,足利市,45000,2002-4-1,1K,29.99,木造
群馬県前橋市下小出町1丁目,前橋市,72000,2002-4-1,2LDK,48.6,RC(鉄筋コンクリート造)
群馬県高崎市中泉町,高崎市,65000,2002-4-1,2LDK,58.27,木造
群馬県前橋市総社町植野,前橋市,57000,2002-4-1,2LDK,64,木造
群馬県前橋市富士見町時沢,前橋市,50000,2002-4-1,2LDK,50.78,軽量鉄骨造
群馬県伊勢崎市富塚町,伊勢崎市,53000,2002-4-1,1LDK,42.44,軽量鉄骨造
群馬県伊勢崎市除ケ町,伊勢崎市,55000,2002-4-1,1LDK,45,木造
群馬県高崎市下小鳥町,高崎市,70000,2002-4-1,3DK,56.31,RC(鉄筋コンクリート造)
栃木県足利市大沼田町,足利市,56000,2002-5-1,2LDK,61.42,木造
群馬県高崎市中泉町,高崎市,53000,2002-5-1,2DK,40.79,軽量鉄骨造
群馬県高崎市上並榎町,高崎市,43000,2002-5-1,1K,26.71,軽量鉄骨造
群馬県前橋市天川町,前橋市,73000,2002-5-1,2LDK,52.17,鉄骨造
群馬県前橋市天川町,前橋市,73000,2002-5-1,2LDK,52.17,鉄骨造
栃木県足利市大沼田町,足利市,56000,2002-5-1,2LDK,61.42,木造
群馬県高崎市上並榎町,高崎市,43000,2002-5-1,1K,26.71,軽量鉄骨造
群馬県前橋市小相木町,前橋市,60000,2002-5-1,2DK,50,RC(鉄筋コンクリート造)
群馬県前橋市小相木町,前橋市,60000,2002-5-1,2DK,50,RC(鉄筋コンクリート造)
群馬県前橋市小相木町,前橋市,60000,2002-5-1,2DK,50,RC(鉄筋コンクリート造)
群馬県高崎市上並榎町,高崎市,42000,2002-5-1,1K,26.71,軽量鉄骨造
群馬県前橋市天川町,前橋市,56000,2002-5-1,2DK,45.41,軽量鉄骨造
群馬県高崎市中泉町,高崎市,53000,2002-5-1,2DK,53.84,軽量鉄骨造
栃木県足利市山川町,足利市,60000,2002-6-1,2LDK,56.2,木造
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,55000,2002-6-1,3DK,49.85,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,41000,2002-6-1,1K,31.02,鉄骨造
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,53000,2002-6-1,3DK,49.85,軽量鉄骨造
群馬県伊勢崎市茂呂町2丁目,伊勢崎市,53000,2002-6-1,3DK,49.85,軽量鉄骨造
群馬県伊勢崎市八斗島町,伊勢崎市,55000,2002-6-1,3DK,49.85,軽量鉄骨造
群馬県邑楽郡大泉町東小泉2丁目,邑楽郡,39000,2002-7-1,1K,34.18,鉄骨造
群馬県前橋市総社町2丁目,前橋市,54000,2002-7-1,2DK,48.41,軽量鉄骨造
群馬県前橋市公田町,前橋市,56000,2002-7-1,2DK,48.41,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,41000,2002-8-1,1K,23,木造
群馬県高崎市東貝沢町1丁目,高崎市,79000,2002-8-1,2LDK,63.93,軽量鉄骨造
群馬県伊勢崎市南千木町,伊勢崎市,39000,2002-8-1,1K,26.4,木造
群馬県佐波郡玉村町大字八幡原,佐波郡,52000,2002-8-1,2DK,41,木造
群馬県前橋市六供町,前橋市,80000,2002-8-1,2LDK,62,木造
群馬県高崎市上中居町,高崎市,46000,2002-9-1,1K,26.93,軽量鉄骨造
群馬県桐生市広沢町4丁目,桐生市,59000,2002-9-1,2LDK,63.34,木造
群馬県みどり市笠懸町鹿,みどり市,39000,2002-9-1,1K,26.49,木造
群馬県桐生市広沢町4丁目,桐生市,58000,2002-9-1,2LDK,63.34,木造
群馬県伊勢崎市ひろせ町,伊勢崎市,67000,2002-9-1,2LDK,57.85,鉄骨造
群馬県伊勢崎市今泉町1丁目,伊勢崎市,52000,2002-9-1,1LDK,35.3,軽量鉄骨造
群馬県館林市加法師町,館林市,75000,2002-9-1,2LDK,64.17,RC(鉄筋コンクリート造)
群馬県前橋市箱田町,前橋市,55000,2002-9-1,1LDK,45,重量鉄骨造
群馬県館林市加法師町,館林市,79000,2002-9-1,2LDK,64.17,RC(鉄筋コンクリート造)
群馬県館林市加法師町,館林市,70000,2002-9-1,2DK,52.7,RC(鉄筋コンクリート造)
群馬県館林市加法師町,館林市,77000,2002-9-1,3DK,64.17,RC(鉄筋コンクリート造)
群馬県館林市加法師町,館林市,77000,2002-9-1,3DK,64.17,RC(鉄筋コンクリート造)
群馬県前橋市箱田町,前橋市,56000,2002-9-1,1LDK,45,重量鉄骨造
栃木県足利市福居町,足利市,80000,2002-9-1,3SLDK,109.01,木造
群馬県前橋市元総社町,前橋市,66000,2002-9-1,2LDK,50.07,軽量鉄骨造
群馬県前橋市上泉町,前橋市,54000,2002-9-1,2DK,42.11,軽量鉄骨造
群馬県伊勢崎市波志江町,伊勢崎市,60000,2002-10-1,2DK,45.36,鉄骨造
栃木県足利市福居町,足利市,57000,2002-10-1,2LDK,50.04,鉄骨造
栃木県足利市福居町,足利市,57000,2002-10-1,2LDK,50.04,鉄骨造
栃木県足利市堀込町,足利市,68000,2002-10-1,2LDK,55.4,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,63000,2002-10-1,2LDK,49.85,軽量鉄骨造
群馬県伊勢崎市茂呂町1丁目,伊勢崎市,52000,2002-10-1,2DK,48.41,軽量鉄骨造
群馬県前橋市小屋原町,前橋市,62000,2002-10-1,2LDK,53.6,軽量鉄骨造
群馬県伊勢崎市波志江町,伊勢崎市,63000,2002-10-1,2LDK,45.36,鉄骨造
群馬県前橋市富士見町小沢,前橋市,43000,2002-10-1,2K,40.2,軽量鉄骨造
群馬県前橋市六供町,前橋市,41000,2002-10-1,1K,21.6,重量鉄骨造
群馬県伊勢崎市波志江町,伊勢崎市,48000,2002-10-1,2DK,45.23,軽量鉄骨造
群馬県伊勢崎市茂呂南町,伊勢崎市,51000,2002-10-1,2LDK,49.5,鉄骨造
群馬県伊勢崎市茂呂南町,伊勢崎市,49000,2002-10-1,2LDK,49.5,鉄骨造
群馬県伊勢崎市山王町,伊勢崎市,41000,2002-10-1,1K,29.75,鉄骨造
栃木県足利市堀込町,足利市,70000,2002-10-1,2LDK,57.98,軽量鉄骨造
栃木県足利市山下町,足利市,45000,2002-10-1,2DK,47.77,鉄骨造
栃木県足利市山下町,足利市,45000,2002-10-1,2DK,47.77,鉄骨造
栃木県足利市山下町,足利市,53000,2002-10-1,2DK,47.77,鉄骨造
群馬県伊勢崎市茂呂南町,伊勢崎市,53000,2002-10-1,2LDK,49.5,鉄骨造
群馬県前橋市三俣町2丁目,前橋市,47000,2002-10-1,1K,24.5,鉄骨造
群馬県みどり市笠懸町阿左美,みどり市,53000,2002-11-1,3DK,52.78,重量鉄骨造
群馬県みどり市笠懸町阿左美,みどり市,53000,2002-11-1,3DK,52.78,重量鉄骨造
群馬県前橋市昭和町1丁目,前橋市,27000,2002-11-1,1K,23.2,鉄骨造
群馬県前橋市昭和町1丁目,前橋市,27000,2002-11-1,1K,23.2,鉄骨造
群馬県高崎市日高町,高崎市,65000,2002-11-1,2LDK,58.32,重量鉄骨造
群馬県高崎市日高町,高崎市,62000,2002-11-1,2LDK,58.32,重量鉄骨造
群馬県みどり市笠懸町阿左美,みどり市,52000,2002-11-1,3DK,52.78,重量鉄骨造
群馬県みどり市笠懸町阿左美,みどり市,52000,2002-11-1,3DK,52.78,重量鉄骨造
群馬県伊勢崎市田中島町,伊勢崎市,52000,2002-12-1,1LDK,45.45,鉄骨造
群馬県前橋市総社町植野,前橋市,69000,2002-12-1,3DK,56.9,RC(鉄筋コンクリート造)
群馬県前橋市富士見町田島,前橋市,47000,2002-12-1,2LDK,53.63,木造
群馬県伊勢崎市田中島町,伊勢崎市,58000,2002-12-1,2DK,45.45,鉄骨造
群馬県渋川市半田,渋川市,56000,2002-12-1,3DK,49.85,軽量鉄骨造
群馬県伊勢崎市田中島町,伊勢崎市,53000,2002-12-1,2DK,45.45,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,48000,2002-12-1,1SDK,31.44,RC(鉄筋コンクリート造)
群馬県伊勢崎市連取町,伊勢崎市,48000,2002-12-1,1DK,31.44,RC(鉄筋コンクリート造)
群馬県前橋市総社町植野,前橋市,69000,2002-12-1,3DK,56.9,RC(鉄筋コンクリート造)
群馬県伊勢崎市連取本町,伊勢崎市,75000,2003-1-1,3LDK,64.8,RC(鉄筋コンクリート造)
群馬県高崎市吉井町吉井,高崎市,45000,2003-1-1,2DK,34,木造
群馬県前橋市日吉町4丁目,前橋市,59000,2003-1-1,1LDK,46.03,軽量鉄骨造
群馬県伊勢崎市末広町,伊勢崎市,60000,2003-1-1,2DK,45.65,鉄骨造
群馬県前橋市青梨子町,前橋市,59000,2003-1-1,2DK,50.12,軽量鉄骨造
栃木県足利市若草町,足利市,40000,2003-1-1,1LDK,40,木造
群馬県佐波郡玉村町大字上新田,佐波郡,52000,2003-1-1,2DK,39.04,軽量鉄骨造
群馬県伊勢崎市連取本町,伊勢崎市,79000,2003-1-1,3LDK,64.8,RC(鉄筋コンクリート造)
栃木県足利市山川町,足利市,57000,2003-1-1,3DK,45,木造
群馬県高崎市片岡町3丁目,高崎市,58000,2003-1-1,2DK,45.45,軽量鉄骨造
群馬県前橋市駒形町,前橋市,43000,2003-2-1,1K,35.19,木造
群馬県前橋市駒形町,前橋市,43000,2003-2-1,1K,35.19,木造
群馬県前橋市荒牧町1丁目,前橋市,50000,2003-2-1,2DK,36.95,軽量鉄骨造
群馬県高崎市中豊岡町,高崎市,68000,2003-2-1,2LDK,55.44,軽量鉄骨造
群馬県前橋市川原町,前橋市,47000,2003-2-1,1K,32.4,RC(鉄筋コンクリート造)
群馬県前橋市城東町1丁目,前橋市,80000,2003-2-1,2LDK,64.74,RC(鉄筋コンクリート造)
群馬県前橋市城東町1丁目,前橋市,55000,2003-2-1,1K,32.34,RC(鉄筋コンクリート造)
群馬県前橋市前箱田町2丁目,前橋市,64000,2003-2-1,2SLDK,60,木造
群馬県高崎市中豊岡町,高崎市,53000,2003-2-1,2DK,45.45,軽量鉄骨造
栃木県佐野市赤坂町,佐野市,42000,2003-2-1,1K,27.08,軽量鉄骨造
群馬県安中市原市,安中市原市,55000,2003-2-1,2LDK,60,木造
栃木県佐野市赤坂町,佐野市,42000,2003-2-1,1K,27.08,軽量鉄骨造
群馬県前橋市城東町1丁目,前橋市,80000,2003-2-1,2LDK,64.74,RC(鉄筋コンクリート造)
群馬県前橋市富士見町小沢,前橋市,58000,2003-2-1,2LDK,49.85,軽量鉄骨造
栃木県佐野市赤坂町,佐野市,43000,2003-2-1,1K,27.08,軽量鉄骨造
群馬県前橋市富士見町小沢,前橋市,58000,2003-2-1,2LDK,49.85,軽量鉄骨造
群馬県前橋市川原町,前橋市,43000,2003-2-1,1K,32.4,RC(鉄筋コンクリート造)
群馬県伊勢崎市八斗島町,伊勢崎市,43000,2003-2-1,1LDK,44.55,木造
群馬県富岡市宇田,富岡市,53000,2003-2-1,2LDK,60,木造
群馬県前橋市箱田町,前橋市,56000,2003-2-1,2DK,42.11,軽量鉄骨造
群馬県高崎市上中居町,高崎市,59000,2003-2-1,1K,30,RC(鉄筋コンクリート造)
群馬県前橋市富士見町小沢,前橋市,58000,2003-2-1,2LDK,49.85,軽量鉄骨造
群馬県伊勢崎市喜多町,伊勢崎市,55000,2003-2-15,2DK,43.75,木造
群馬県伊勢崎市下植木町,伊勢崎市,57000,2003-3-1,2LDK,51.24,鉄骨造
群馬県前橋市青柳町,前橋市,53000,2003-3-1,2DK,45.45,軽量鉄骨造
群馬県高崎市箕郷町下芝,高崎市,55000,2003-3-1,2LDK,48.15,木造
群馬県高崎市箕郷町下芝,高崎市,56000,2003-3-1,2LDK,48.15,木造
群馬県高崎市箕郷町下芝,高崎市,60000,2003-3-1,2LDK,62.44,木造
群馬県佐波郡玉村町大字上福島,佐波郡,51000,2003-3-1,2LDK,52.4,軽量鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,56000,2003-3-1,2LDK,51.24,鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,55000,2003-3-1,2LDK,51.24,鉄骨造
群馬県前橋市川原町2丁目,前橋市,43000,2003-3-1,1K,26.5,鉄骨造
群馬県高崎市箕郷町下芝,高崎市,57000,2003-3-1,2LDK,62.44,木造
群馬県安中市磯部4丁目,安中市,51000,2003-3-1,2LDK,56.19,RC(鉄筋コンクリート造)
群馬県安中市磯部4丁目,安中市,57000,2003-3-1,2LDK,56.19,RC(鉄筋コンクリート造)
群馬県高崎市中豊岡町,高崎市,46000,2003-3-1,1K,36,重量鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,55000,2003-3-1,2LDK,51.24,鉄骨造
栃木県足利市大前町,足利市,60000,2003-3-1,2LDK,59.2,木造
群馬県前橋市川原町2丁目,前橋市,42000,2003-3-1,1K,26.5,鉄骨造
群馬県前橋市川原町2丁目,前橋市,44000,2003-3-1,1K,26.5,鉄骨造
群馬県渋川市行幸田,渋川市,64000,2003-3-1,2LDK,56,軽量鉄骨造
群馬県伊勢崎市太田町,伊勢崎市,65000,2003-3-1,2LDK,55.45,軽量鉄骨造
群馬県前橋市荒牧町,前橋市,69000,2003-3-1,2LDK,56,RC(鉄筋コンクリート造)
群馬県前橋市稲荷新田町,前橋市,41000,2003-3-1,1K,29.95,木造
群馬県伊勢崎市下植木町,伊勢崎市,56000,2003-3-1,2LDK,51.24,鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,56000,2003-3-1,2LDK,51.24,鉄骨造
群馬県前橋市上大島町,前橋市,36000,2003-3-1,1K,22.38,木造
群馬県高崎市中里見町,高崎市,53000,2003-3-1,2LDK,55.99,木造
群馬県太田市六千石町,太田市,50000,2003-3-15,2LDK,49,鉄骨造
群馬県北群馬郡吉岡町大字大久保,北群馬郡,58000,2003-3-31,2LDK,49.85,軽量鉄骨造
栃木県足利市今福町,足利市,40000,2003-4-1,1K,29.81,木造
群馬県高崎市剣崎町,高崎市,52000,2003-4-1,2LDK,46.5,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,50000,2003-4-1,1K,36,重量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,50000,2003-4-1,1K,36,重量鉄骨造
